cohort,source_count,encoder,contrast,metric,paired_difference,ci95_low,ci95_high,participant_win_fraction,participants
hcp83,8,heat_raw18,random_robust minus random_ordinary,normalized_rmse,-0.0031780956021018212,-0.00342125014387061,-0.002946208390807041,0.9314128943758574,729
hcp83,8,heat_raw18,random_robust minus random_ordinary,normalized_mse,-0.000991733332303605,-0.0010774506380953263,-0.0009102852687198805,0.9300411522633745,729
hcp83,8,heat_raw18,ordinary_selected minus random_ordinary,normalized_rmse,-0.010757072674692133,-0.011272210106673137,-0.010223944428442086,0.9465020576131687,729
hcp83,8,heat_raw18,ordinary_selected minus random_ordinary,normalized_mse,-0.003225408023814981,-0.0033826091444323714,-0.0030681927759171313,0.9519890260631001,729
hcp83,8,heat_raw18,selected_sources_ordinary minus random_ordinary,normalized_rmse,-0.010299235555853204,-0.010813840718790933,-0.009813946120065743,0.9451303155006858,729
hcp83,8,heat_raw18,selected_sources_ordinary minus random_ordinary,normalized_mse,-0.0031091451567889787,-0.0032654385133683277,-0.0029598152614446955,0.9547325102880658,729
hcp83,8,heat_raw18,selected_robust minus selected_sources_ordinary,normalized_rmse,-0.0030625401233932556,-0.0032908708293716347,-0.002845657923692779,0.9314128943758574,729
hcp83,8,heat_raw18,selected_robust minus selected_sources_ordinary,normalized_mse,-0.0008684448341199004,-0.0009463436189014921,-0.0007987614043005839,0.9245541838134431,729
hcp83,8,heat_raw18,selected_robust minus random_ordinary,normalized_rmse,-0.013361775679246459,-0.013901233705139661,-0.012832345919131606,0.9835390946502057,729
hcp83,8,heat_raw18,selected_robust minus random_ordinary,normalized_mse,-0.003977589990908879,-0.0041459912936836225,-0.003805304613712178,0.9849108367626886,729
hcp83,8,heat_raw18,spatial_robust minus selected_robust,normalized_rmse,0.004843908801798091,0.004378177699253099,0.005290364320990751,0.18792866941015088,729
hcp83,8,heat_raw18,spatial_robust minus selected_robust,normalized_mse,0.0014022892499869937,0.001272179544408231,0.0015321911470610684,0.1755829903978052,729
hcp83,8,heat_raw18,floor_random_robust minus random_robust,normalized_rmse,0.00016807746824801231,-8.992154722917194e-05,0.0004405382047955059,0.46227709190672156,729
hcp83,8,heat_raw18,floor_random_robust minus random_robust,normalized_mse,5.826920975964599e-05,-2.559665732774797e-05,0.00014224454469142519,0.46502057613168724,729
hcp83,8,heat_raw18,random_robust minus template_random_robust,normalized_rmse,0.10963078615917769,0.10867267347303643,0.11062508928820487,0.0,729
hcp83,8,heat_raw18,random_robust minus template_random_robust,normalized_mse,0.020497374754326253,0.020275952798059698,0.020725507043714862,0.0,729
