cohort,source_count,encoder,track,equal_participant_nrmse,equal_participant_nmse,row_mean_nrmse,p95,p99,maximum,rows_above_one,participants,records
oasis,8,heat_norm18,random_robust,0.11474838435465061,0.01365557379375719,0.1149504922736994,0.14223484093313732,0.20635280452615404,0.386442305772352,0,461,2085
oasis,8,heat_norm18,selected_bounded_residual,0.10106387475781341,0.010600849792925856,0.10108280533864837,0.12400111102635125,0.18238372228668978,0.3889112517043619,0,461,2085
oasis,8,heat_norm18,selected_projection,0.10163817472694191,0.01070442915833999,0.10165602850607142,0.12497599666425918,0.18584089715663013,0.3185637026921574,0,461,2085
oasis,8,heat_norm18,selected_robust,0.10121668092422188,0.010641269687959623,0.1012382374870074,0.1249633245976996,0.18264453748377538,0.3889112517043619,0,461,2085
oasis,8,heat_norm18,selected_sources_ordinary,0.10321993880912453,0.011285937856916468,0.10314617913668371,0.1269009229723199,0.22832333948104938,0.398168516655911,0,461,2085
oasis,8,heat_norm18,spatial_robust,0.10098375668528767,0.010588301971879944,0.1010941031464381,0.12294557097043755,0.1972475725106298,0.3858177058064352,0,461,2085
oasis,8,heat_norm18,template_random_bounded_residual,0.038586340925666346,0.0016887305771360669,0.038914227273875335,0.06744548409498544,0.0913022823882496,0.1550068153640319,0,461,2085
oasis,8,heat_norm18,template_random_projection,0.040203288008903,0.0018325723563590787,0.040552444622515525,0.07009225318039028,0.09474189769481918,0.1744550717765758,0,461,2085
oasis,8,heat_norm18,template_random_robust,0.038586340925666346,0.0016887305771360669,0.038914227273875335,0.06744548409498544,0.0913022823882496,0.1550068153640319,0,461,2085
oasis,8,heat_norm18,template_selected_bounded_residual,0.03572713742861441,0.0014322758180441084,0.0360360259791316,0.061611767699108866,0.07967582087867055,0.1560863439406552,0,461,2085
oasis,8,heat_norm18,template_selected_projection,0.037447460614691744,0.0015689528360928716,0.037768704989138965,0.06385281039697258,0.08678202910331284,0.1541188889995393,0,461,2085
oasis,8,heat_norm18,template_selected_robust,0.03572713742861441,0.0014322758180441084,0.0360360259791316,0.061611767699108866,0.07967582087867055,0.1560863439406552,0,461,2085
oasis,8,heat_raw18,atlas_random_aligned,0.025577429078618114,0.0006987518789562318,0.025615415967727803,0.03610602730395522,0.052829964830800706,0.1104039286132078,0,461,2085
oasis,8,heat_raw18,atlas_random_mean,0.13528681232989298,0.020158356001362693,0.13609764757063308,0.19502587990912998,0.34487315519796274,0.4524658031541464,0,461,2085
oasis,8,heat_raw18,atlas_selected_aligned,0.024684755965134732,0.0006485132285075174,0.024711105167306888,0.03452242142645988,0.05071631999053134,0.0841000746418034,0,461,2085
oasis,8,heat_raw18,atlas_selected_mean,0.13528681232989298,0.020158356001362693,0.13609764757063308,0.19502587990912998,0.34487315519796274,0.4524658031541464,0,461,2085
oasis,8,heat_raw18,floor_random_robust,0.10706486931316164,0.01180159092409939,0.10706289937824111,0.13451405236378516,0.17896547896447948,0.2875756339372957,0,461,2085
oasis,8,heat_raw18,ordinary_selected,0.09806395949700235,0.010212579247857505,0.0979953838992093,0.1204950167965371,0.2085755128193938,0.4599404648790111,0,461,2085
oasis,8,heat_raw18,random_bounded_residual,0.10890830751149103,0.012305907027815513,0.1089531429896114,0.13721211230553879,0.1996317090547851,0.3358246803263522,0,461,2085
oasis,8,heat_raw18,random_ordinary,0.110496670318107,0.012759569157422468,0.11056085012324991,0.1399989123885264,0.2109320604984032,0.3968922770678355,0,461,2085
oasis,8,heat_raw18,random_projection,0.10934576542343928,0.01241748744000209,0.10942891383654291,0.13819514856621848,0.20424285637139256,0.3381173337870474,0,461,2085
oasis,8,heat_raw18,random_robust,0.10909995694269418,0.012366819444688995,0.10914988977897104,0.13769074962071273,0.2072120575095291,0.3381173337870474,0,461,2085
oasis,8,heat_raw18,selected_bounded_residual,0.0971114976243247,0.009830116819847731,0.09707247725472234,0.12112277701168457,0.18987545514318543,0.3121699770063106,0,461,2085
